Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,CoverTypeBinary
3175.0,186.0,19.0,404.0,85.0,5600.0,219.0,250.0,156.0,1421.0,0
3241.0,324.0,16.0,268.0,45.0,742.0,178.0,221.0,182.0,1806.0,0
2773.0,130.0,4.0,0.0,0.0,3119.0,226.0,237.0,146.0,5730.0,1
3114.0,291.0,10.0,162.0,-6.0,2138.0,192.0,239.0,186.0,2087.0,1
2948.0,108.0,14.0,95.0,13.0,2123.0,243.0,223.0,106.0,845.0,0
2663.0,126.0,7.0,300.0,-22.0,959.0,232.0,236.0,137.0,1864.0,1
3200.0,82.0,7.0,228.0,-8.0,2457.0,230.0,228.0,130.0,1084.0,0
3073.0,21.0,10.0,192.0,11.0,2647.0,214.0,219.0,141.0,2899.0,1
2932.0,278.0,15.0,134.0,29.0,5069.0,177.0,241.0,203.0,1536.0,1
3094.0,113.0,12.0,255.0,64.0,2236.0,240.0,228.0,117.0,3511.0,0
2824.0,318.0,21.0,90.0,-1.0,4029.0,161.0,216.0,194.0,792.0,1
2989.0,346.0,16.0,518.0,94.0,1036.0,187.0,213.0,163.0,1865.0,1
2975.0,351.0,27.0,335.0,84.0,1827.0,161.0,183.0,152.0,1518.0,1
2834.0,23.0,29.0,499.0,151.0,1061.0,190.0,166.0,98.0,2233.0,1
3075.0,356.0,19.0,716.0,237.0,732.0,185.0,202.0,151.0,1423.0,1
2847.0,195.0,19.0,240.0,57.0,4345.0,213.0,252.0,165.0,5046.0,1
3240.0,29.0,7.0,30.0,4.0,3427.0,218.0,224.0,142.0,1978.0,0
3216.0,14.0,15.0,295.0,30.0,1173.0,204.0,207.0,137.0,492.0,0
2952.0,16.0,4.0,255.0,49.0,3312.0,216.0,231.0,152.0,1804.0,1
3273.0,187.0,6.0,228.0,6.0,1034.0,221.0,244.0,159.0,3137.0,1
3213.0,27.0,6.0,570.0,69.0,6282.0,217.0,226.0,145.0,1295.0,0
3039.0,207.0,19.0,1127.0,161.0,3171.0,205.0,254.0,178.0,1368.0,1
3017.0,16.0,23.0,182.0,59.0,180.0,193.0,186.0,121.0,1381.0,1
3145.0,119.0,8.0,300.0,25.0,351.0,235.0,233.0,129.0,5552.0,0
3063.0,156.0,6.0,30.0,0.0,1689.0,227.0,241.0,148.0,2047.0,0
2842.0,349.0,5.0,335.0,46.0,2143.0,211.0,232.0,159.0,1934.0,1
3052.0,72.0,11.0,30.0,-6.0,1448.0,233.0,219.0,117.0,2388.0,1
2784.0,343.0,24.0,371.0,168.0,1445.0,163.0,195.0,165.0,1249.0,1
3010.0,10.0,17.0,42.0,8.0,2548.0,200.0,204.0,138.0,1611.0,0
2982.0,359.0,11.0,30.0,6.0,3363.0,203.0,220.0,154.0,2017.0,0
3200.0,1.0,20.0,997.0,395.0,1529.0,187.0,199.0,145.0,888.0,0
3184.0,86.0,13.0,240.0,79.0,1172.0,239.0,217.0,107.0,2314.0,1
3028.0,9.0,6.0,120.0,20.0,2379.0,214.0,228.0,152.0,1020.0,0
2662.0,347.0,15.0,212.0,46.0,1463.0,190.0,214.0,162.0,1360.0,1
2425.0,344.0,28.0,127.0,56.0,691.0,152.0,184.0,163.0,1499.0,1
3169.0,144.0,6.0,190.0,7.0,4465.0,229.0,239.0,143.0,1054.0,0
3107.0,19.0,20.0,330.0,27.0,1022.0,201.0,194.0,124.0,1406.0,0
2997.0,83.0,11.0,451.0,-22.0,1680.0,236.0,220.0,114.0,1172.0,1
3046.0,172.0,19.0,1213.0,187.0,3155.0,229.0,245.0,139.0,1231.0,1
3260.0,123.0,11.0,247.0,39.0,3684.0,239.0,231.0,121.0,3384.0,0
3217.0,354.0,23.0,497.0,92.0,1706.0,176.0,194.0,152.0,1992.0,0
3166.0,23.0,7.0,85.0,9.0,5449.0,216.0,225.0,145.0,1981.0,1
3078.0,359.0,28.0,95.0,15.0,1050.0,167.0,177.0,138.0,180.0,0
3313.0,165.0,10.0,1036.0,197.0,2499.0,229.0,243.0,146.0,2205.0,0
3236.0,131.0,15.0,0.0,0.0,1209.0,243.0,231.0,112.0,3061.0,1
3146.0,106.0,23.0,382.0,102.0,938.0,252.0,205.0,69.0,1804.0,0
3118.0,63.0,6.0,182.0,3.0,4362.0,226.0,227.0,135.0,1638.0,0
3171.0,17.0,15.0,30.0,11.0,1530.0,206.0,207.0,135.0,2516.0,0
2970.0,332.0,5.0,0.0,0.0,1084.0,209.0,234.0,163.0,2120.0,1
3028.0,43.0,8.0,127.0,20.0,2460.0,222.0,222.0,135.0,1052.0,0
3144.0,143.0,5.0,95.0,8.0,4460.0,227.0,239.0,145.0,1862.0,0
3109.0,25.0,15.0,700.0,-65.0,4256.0,211.0,206.0,128.0,4274.0,0
2884.0,346.0,19.0,713.0,47.0,1317.0,181.0,207.0,163.0,900.0,1
2849.0,10.0,13.0,150.0,14.0,474.0,206.0,213.0,144.0,604.0,1
3077.0,0.0,14.0,323.0,60.0,1339.0,199.0,214.0,151.0,2571.0,0
3212.0,310.0,15.0,607.0,135.0,3189.0,179.0,229.0,190.0,1840.0,0
3095.0,344.0,3.0,42.0,-2.0,5155.0,213.0,234.0,159.0,666.0,0
3018.0,334.0,20.0,162.0,13.0,5667.0,171.0,210.0,176.0,2007.0,0
3120.0,259.0,2.0,323.0,39.0,1387.0,213.0,240.0,165.0,2766.0,0
2970.0,177.0,19.0,150.0,23.0,2268.0,225.0,247.0,146.0,2984.0,1
3150.0,267.0,12.0,466.0,72.0,1127.0,189.0,245.0,195.0,990.0,0
2561.0,126.0,11.0,582.0,0.0,1008.0,239.0,233.0,123.0,3879.0,1
2803.0,177.0,33.0,277.0,140.0,2496.0,215.0,237.0,128.0,819.0,1
2642.0,272.0,36.0,437.0,172.0,875.0,104.0,223.0,245.0,1740.0,1
3046.0,8.0,20.0,180.0,-17.0,912.0,193.0,196.0,135.0,1385.0,0
3033.0,25.0,19.0,780.0,164.0,2491.0,207.0,195.0,118.0,1740.0,1
3185.0,321.0,10.0,201.0,30.0,4478.0,195.0,231.0,175.0,3267.0,0
2732.0,63.0,4.0,182.0,24.0,1075.0,224.0,231.0,143.0,2268.0,1
3146.0,352.0,13.0,85.0,17.0,3123.0,196.0,217.0,158.0,2310.0,0
2566.0,355.0,11.0,170.0,11.0,2418.0,202.0,221.0,156.0,2467.0,1
3237.0,201.0,19.0,258.0,87.0,1570.0,208.0,253.0,173.0,4237.0,0
2848.0,315.0,19.0,150.0,50.0,3155.0,167.0,221.0,193.0,446.0,1
3294.0,176.0,15.0,503.0,76.0,4308.0,226.0,247.0,149.0,2271.0,0
3017.0,129.0,28.0,60.0,-3.0,2590.0,252.0,210.0,65.0,1492.0,0
3125.0,247.0,14.0,408.0,17.0,2208.0,191.0,250.0,196.0,2640.0,1
3041.0,343.0,13.0,95.0,12.0,2521.0,194.0,220.0,165.0,2980.0,0
3190.0,356.0,15.0,228.0,49.0,3310.0,195.0,212.0,154.0,2490.0,0
3171.0,97.0,14.0,300.0,65.0,2317.0,242.0,219.0,104.0,1550.0,1
2715.0,39.0,6.0,240.0,15.0,684.0,221.0,226.0,141.0,1744.0,0
3043.0,135.0,10.0,95.0,14.0,2965.0,236.0,236.0,131.0,1084.0,0
3136.0,90.0,12.0,0.0,0.0,4054.0,239.0,220.0,110.0,3112.0,0
3091.0,128.0,6.0,60.0,0.0,1573.0,230.0,236.0,140.0,3211.0,0
2647.0,133.0,8.0,0.0,0.0,1482.0,234.0,236.0,134.0,5322.0,1
2499.0,65.0,24.0,162.0,58.0,811.0,234.0,184.0,68.0,842.0,1
3129.0,88.0,16.0,60.0,16.0,1154.0,242.0,213.0,96.0,2223.0,1
2938.0,24.0,16.0,124.0,23.0,2334.0,210.0,204.0,127.0,1894.0,0
2613.0,164.0,10.0,0.0,0.0,3144.0,229.0,243.0,146.0,2148.0,1
2945.0,23.0,6.0,120.0,13.0,3684.0,216.0,227.0,147.0,6468.0,1
2836.0,108.0,10.0,30.0,-3.0,4044.0,237.0,229.0,122.0,3271.0,0
3263.0,96.0,6.0,270.0,1.0,4080.0,231.0,231.0,133.0,2324.0,0
2877.0,135.0,6.0,30.0,4.0,5166.0,229.0,237.0,142.0,4325.0,0
3168.0,353.0,15.0,30.0,8.0,4133.0,192.0,212.0,156.0,313.0,0
3197.0,26.0,6.0,390.0,66.0,469.0,217.0,227.0,146.0,2584.0,1
3259.0,216.0,11.0,60.0,12.0,1414.0,209.0,250.0,176.0,1129.0,0
3182.0,55.0,11.0,30.0,7.0,4264.0,227.0,216.0,121.0,3235.0,0
2863.0,24.0,14.0,510.0,122.0,537.0,212.0,209.0,132.0,2364.0,1
2877.0,150.0,15.0,180.0,39.0,968.0,238.0,238.0,125.0,2218.0,1
3047.0,59.0,26.0,180.0,49.0,5083.0,229.0,175.0,64.0,2268.0,0
2978.0,53.0,17.0,240.0,-16.0,4363.0,227.0,200.0,101.0,2257.0,1
2992.0,123.0,21.0,150.0,49.0,484.0,250.0,219.0,86.0,1328.0,0
2993.0,82.0,16.0,942.0,195.0,3231.0,240.0,211.0,96.0,892.0,1
3310.0,216.0,6.0,430.0,49.0,3305.0,214.0,246.0,169.0,1276.0,1
3395.0,61.0,20.0,210.0,78.0,3982.0,232.0,195.0,87.0,789.0,0
3038.0,8.0,17.0,85.0,17.0,3107.0,197.0,203.0,140.0,1112.0,0
2910.0,63.0,14.0,150.0,23.0,3339.0,232.0,211.0,109.0,2395.0,1
2643.0,329.0,20.0,0.0,0.0,1610.0,167.0,211.0,182.0,2647.0,1
2745.0,344.0,10.0,60.0,3.0,1714.0,199.0,224.0,163.0,2524.0,1
3124.0,260.0,4.0,0.0,0.0,2291.0,210.0,242.0,170.0,849.0,1
3116.0,145.0,4.0,541.0,35.0,1833.0,225.0,239.0,149.0,2783.0,0
2991.0,29.0,9.0,582.0,15.0,5423.0,217.0,221.0,139.0,1634.0,1
3036.0,195.0,18.0,234.0,42.0,1746.0,213.0,252.0,166.0,295.0,1
2902.0,0.0,12.0,443.0,171.0,1019.0,203.0,218.0,152.0,1295.0,0
2891.0,39.0,19.0,417.0,238.0,430.0,217.0,195.0,106.0,1584.0,1
3372.0,7.0,11.0,417.0,128.0,2208.0,207.0,218.0,148.0,2389.0,1
3266.0,48.0,26.0,283.0,96.0,4034.0,219.0,173.0,72.0,3212.0,0
2694.0,56.0,14.0,480.0,27.0,866.0,228.0,211.0,113.0,1782.0,1
3278.0,157.0,12.0,108.0,-19.0,2805.0,233.0,242.0,138.0,365.0,0
3404.0,298.0,17.0,560.0,190.0,912.0,172.0,232.0,200.0,1248.0,0
3148.0,0.0,0.0,0.0,0.0,1434.0,218.0,238.0,156.0,671.0,0
2898.0,118.0,10.0,175.0,31.0,2908.0,238.0,231.0,123.0,2197.0,1
3003.0,300.0,21.0,424.0,171.0,430.0,158.0,227.0,208.0,1115.0,1
3176.0,90.0,9.0,430.0,60.0,2117.0,233.0,227.0,125.0,2912.0,0
3058.0,259.0,10.0,30.0,3.0,2053.0,197.0,246.0,187.0,1328.0,1
3093.0,43.0,11.0,180.0,22.0,3878.0,222.0,215.0,126.0,1831.0,1
3177.0,52.0,13.0,234.0,45.0,591.0,226.0,211.0,115.0,5430.0,0
2948.0,100.0,13.0,295.0,18.0,3572.0,242.0,221.0,107.0,2190.0,1
3155.0,0.0,9.0,351.0,13.0,3266.0,206.0,222.0,154.0,4042.0,0
2815.0,350.0,14.0,30.0,7.0,2539.0,193.0,215.0,160.0,2040.0,1
3455.0,105.0,10.0,630.0,170.0,2213.0,237.0,228.0,120.0,1415.0,0
2756.0,30.0,23.0,256.0,-9.0,2006.0,207.0,185.0,105.0,859.0,1
3029.0,101.0,8.0,361.0,51.0,571.0,235.0,229.0,126.0,1209.0,0
2830.0,334.0,25.0,60.0,15.0,4311.0,156.0,199.0,178.0,532.0,0
3085.0,11.0,10.0,212.0,18.0,2510.0,210.0,221.0,147.0,2320.0,0
2790.0,83.0,11.0,0.0,0.0,671.0,236.0,220.0,114.0,1019.0,1
2990.0,335.0,7.0,408.0,114.0,2707.0,205.0,231.0,165.0,2210.0,1
2783.0,211.0,32.0,371.0,-26.0,2259.0,177.0,250.0,189.0,1719.0,1
3093.0,139.0,5.0,0.0,0.0,5208.0,228.0,238.0,144.0,182.0,0
2810.0,239.0,14.0,384.0,97.0,335.0,194.0,251.0,193.0,1998.0,1
2677.0,7.0,32.0,175.0,94.0,934.0,164.0,159.0,118.0,2343.0,1
3018.0,15.0,13.0,283.0,36.0,3025.0,208.0,213.0,141.0,6042.0,0
3331.0,322.0,18.0,1071.0,221.0,1470.0,171.0,219.0,186.0,2879.0,0
2988.0,140.0,15.0,382.0,49.0,592.0,241.0,234.0,119.0,2116.0,1
3123.0,104.0,9.0,120.0,17.0,3216.0,236.0,229.0,124.0,5276.0,0
3209.0,31.0,13.0,547.0,133.0,1299.0,216.0,210.0,128.0,1860.0,1
3364.0,177.0,16.0,256.0,42.0,1723.0,226.0,247.0,148.0,3084.0,0
3265.0,160.0,17.0,351.0,77.0,1120.0,235.0,241.0,131.0,2589.0,1
2576.0,45.0,7.0,150.0,-6.0,258.0,222.0,224.0,137.0,1324.0,1
3107.0,228.0,7.0,30.0,4.0,2186.0,209.0,247.0,175.0,685.0,0
2522.0,347.0,13.0,277.0,53.0,108.0,196.0,219.0,162.0,480.0,1
3094.0,106.0,9.0,30.0,0.0,5124.0,235.0,229.0,125.0,150.0,0
3126.0,40.0,4.0,153.0,-6.0,570.0,220.0,231.0,148.0,2471.0,0
3009.0,145.0,30.0,450.0,128.0,886.0,245.0,218.0,78.0,2711.0,0
2913.0,353.0,13.0,633.0,147.0,2325.0,197.0,217.0,157.0,685.0,1
3142.0,5.0,3.0,277.0,7.0,2603.0,216.0,234.0,155.0,1441.0,0
2911.0,63.0,15.0,306.0,59.0,551.0,232.0,209.0,106.0,1749.0,0
2720.0,207.0,4.0,134.0,9.0,1087.0,217.0,244.0,163.0,2083.0,0
3429.0,72.0,23.0,604.0,144.0,2074.0,239.0,188.0,68.0,1611.0,0
3255.0,67.0,26.0,30.0,6.0,2468.0,235.0,178.0,59.0,2885.0,1
3258.0,45.0,2.0,0.0,0.0,6366.0,219.0,235.0,152.0,162.0,0
3249.0,241.0,6.0,716.0,109.0,2081.0,208.0,245.0,175.0,2084.0,0
3065.0,82.0,5.0,256.0,43.0,1434.0,227.0,231.0,138.0,745.0,1
3381.0,18.0,20.0,382.0,147.0,1998.0,200.0,193.0,124.0,2037.0,0
3223.0,54.0,2.0,365.0,2.0,5746.0,220.0,234.0,150.0,1897.0,0
3154.0,272.0,19.0,120.0,37.0,85.0,168.0,242.0,212.0,480.0,0
3296.0,124.0,17.0,466.0,100.0,285.0,246.0,226.0,102.0,420.0,1
2715.0,86.0,22.0,90.0,25.0,1608.0,246.0,197.0,69.0,566.0,1
3036.0,316.0,17.0,598.0,67.0,5493.0,174.0,224.0,189.0,1195.0,1
2589.0,67.0,17.0,162.0,41.0,1490.0,234.0,204.0,96.0,537.0,1
3205.0,339.0,4.0,60.0,0.0,3131.0,211.0,234.0,161.0,4857.0,0
3171.0,135.0,6.0,30.0,-2.0,726.0,230.0,237.0,141.0,1397.0,0
2827.0,264.0,19.0,335.0,36.0,2292.0,171.0,245.0,212.0,1698.0,1
2870.0,83.0,6.0,0.0,0.0,4205.0,228.0,230.0,137.0,3152.0,1
3136.0,101.0,22.0,300.0,84.0,960.0,250.0,205.0,72.0,1718.0,0
3179.0,101.0,4.0,124.0,6.0,5313.0,226.0,234.0,144.0,2676.0,0
3053.0,3.0,5.0,150.0,5.0,3180.0,213.0,230.0,155.0,454.0,0
2676.0,32.0,16.0,426.0,-15.0,700.0,215.0,204.0,121.0,228.0,1
3350.0,293.0,39.0,170.0,-12.0,3197.0,86.0,199.0,237.0,2032.0,0
2977.0,346.0,10.0,210.0,29.0,4012.0,200.0,223.0,162.0,2143.0,1
2839.0,85.0,14.0,30.0,8.0,2779.0,240.0,215.0,102.0,2151.0,1
3107.0,325.0,6.0,679.0,-78.0,866.0,206.0,234.0,167.0,1032.0,1
2864.0,27.0,22.0,240.0,76.0,1652.0,204.0,186.0,109.0,2431.0,1
2737.0,28.0,7.0,127.0,3.0,1343.0,218.0,225.0,143.0,1852.0,0
2947.0,108.0,17.0,242.0,-2.0,4473.0,246.0,219.0,96.0,3379.0,0
2505.0,326.0,17.0,175.0,36.0,134.0,176.0,219.0,182.0,430.0,1
3021.0,112.0,10.0,268.0,-1.0,2770.0,238.0,229.0,121.0,1500.0,1
2638.0,131.0,13.0,360.0,86.0,350.0,241.0,232.0,118.0,1207.0,1
2972.0,75.0,9.0,319.0,47.0,4150.0,232.0,223.0,123.0,5284.0,1
3218.0,228.0,15.0,361.0,-32.0,2925.0,197.0,253.0,190.0,212.0,1
2933.0,318.0,12.0,85.0,14.0,4901.0,188.0,229.0,180.0,2139.0,1
2741.0,56.0,10.0,124.0,15.0,633.0,227.0,218.0,124.0,2247.0,1
3231.0,266.0,23.0,624.0,130.0,6039.0,154.0,242.0,223.0,2613.0,1
2988.0,121.0,17.0,418.0,65.0,2207.0,247.0,223.0,99.0,2580.0,1
3087.0,270.0,17.0,170.0,19.0,1480.0,174.0,244.0,208.0,1921.0,1
2923.0,49.0,14.0,162.0,-3.0,696.0,225.0,208.0,114.0,1489.0,0
2964.0,167.0,11.0,256.0,41.0,5359.0,229.0,244.0,146.0,1800.0,0
3550.0,257.0,23.0,351.0,199.0,3320.0,160.0,246.0,221.0,1293.0,0
3215.0,64.0,18.0,350.0,67.0,1573.0,234.0,201.0,94.0,4743.0,0
3247.0,17.0,6.0,212.0,12.0,5878.0,215.0,228.0,150.0,934.0,0
3033.0,93.0,4.0,408.0,64.0,5248.0,226.0,233.0,142.0,1026.0,1
2800.0,76.0,34.0,30.0,-25.0,242.0,238.0,155.0,19.0,2435.0,1
2772.0,84.0,7.0,242.0,39.0,2701.0,231.0,227.0,129.0,5808.0,1
2972.0,47.0,11.0,335.0,10.0,2268.0,224.0,217.0,126.0,2448.0,1
2842.0,20.0,13.0,242.0,44.0,3207.0,211.0,212.0,136.0,400.0,1
3109.0,50.0,16.0,242.0,19.0,4538.0,225.0,203.0,107.0,2557.0,1
3116.0,341.0,26.0,175.0,52.0,2015.0,157.0,192.0,168.0,1879.0,1
3069.0,269.0,18.0,750.0,32.0,2128.0,171.0,244.0,210.0,990.0,1
2822.0,15.0,7.0,95.0,-2.0,1559.0,214.0,226.0,149.0,2525.0,1
3393.0,127.0,11.0,295.0,24.0,2914.0,239.0,232.0,122.0,1873.0,0
2959.0,357.0,13.0,258.0,40.0,4876.0,199.0,216.0,154.0,5823.0,0
2706.0,359.0,10.0,60.0,0.0,1092.0,205.0,222.0,154.0,1866.0,0
2881.0,218.0,14.0,283.0,82.0,1554.0,204.0,253.0,183.0,1935.0,1
3001.0,84.0,10.0,30.0,-4.0,2779.0,234.0,224.0,121.0,680.0,0
2933.0,349.0,20.0,283.0,79.0,764.0,178.0,202.0,159.0,1772.0,1
2785.0,201.0,24.0,421.0,4.0,1651.0,201.0,252.0,174.0,1340.0,1
3008.0,344.0,12.0,30.0,7.0,3422.0,195.0,220.0,164.0,1019.0,0
3148.0,277.0,22.0,319.0,57.0,150.0,154.0,238.0,220.0,2362.0,0
2968.0,12.0,9.0,553.0,43.0,2208.0,211.0,221.0,147.0,2764.0,0
3173.0,90.0,16.0,90.0,24.0,924.0,243.0,212.0,94.0,2193.0,0
3130.0,335.0,14.0,90.0,24.0,1620.0,188.0,221.0,172.0,2309.0,1
2650.0,142.0,12.0,120.0,22.0,3302.0,237.0,237.0,128.0,2416.0,1
3200.0,214.0,22.0,170.0,53.0,1448.0,194.0,254.0,188.0,4388.0,0
3115.0,233.0,5.0,60.0,10.0,2145.0,212.0,244.0,169.0,693.0,1
3072.0,211.0,7.0,108.0,-13.0,2161.0,215.0,247.0,168.0,3688.0,0
3088.0,194.0,16.0,234.0,24.0,1707.0,216.0,251.0,165.0,702.0,0
2854.0,76.0,20.0,182.0,49.0,212.0,241.0,198.0,78.0,1243.0,0
2590.0,45.0,6.0,306.0,45.0,551.0,222.0,227.0,140.0,1036.0,1
3245.0,211.0,6.0,618.0,135.0,1616.0,216.0,245.0,166.0,2436.0,0
3248.0,123.0,18.0,240.0,38.0,2191.0,247.0,224.0,98.0,1856.0,0
2944.0,330.0,13.0,192.0,22.0,3678.0,188.0,224.0,175.0,1406.0,1
2993.0,99.0,12.0,42.0,6.0,2520.0,240.0,223.0,112.0,2147.0,1
3111.0,9.0,3.0,192.0,2.0,1368.0,216.0,233.0,154.0,1794.0,1
3199.0,126.0,2.0,0.0,0.0,4161.0,223.0,237.0,151.0,1729.0,0
2943.0,251.0,19.0,150.0,69.0,1421.0,174.0,250.0,211.0,890.0,1
2926.0,139.0,10.0,30.0,4.0,785.0,236.0,237.0,131.0,1288.0,0
2958.0,302.0,9.0,234.0,27.0,3872.0,194.0,236.0,181.0,745.0,1
2898.0,325.0,6.0,420.0,18.0,3798.0,206.0,234.0,167.0,3453.0,1
2975.0,42.0,20.0,342.0,66.0,4615.0,219.0,191.0,99.0,4202.0,0
3390.0,164.0,15.0,420.0,61.0,1018.0,232.0,244.0,138.0,4184.0,1
3135.0,347.0,17.0,85.0,21.0,1123.0,186.0,211.0,162.0,430.0,0
3346.0,322.0,15.0,90.0,13.0,2213.0,180.0,223.0,183.0,1554.0,0
3142.0,313.0,13.0,42.0,0.0,3716.0,186.0,230.0,184.0,1283.0,0
2798.0,335.0,9.0,90.0,13.0,3272.0,200.0,228.0,167.0,2839.0,1
3112.0,103.0,11.0,190.0,41.0,420.0,239.0,225.0,115.0,685.0,1
2599.0,124.0,7.0,30.0,0.0,1532.0,233.0,235.0,135.0,5095.0,1
3056.0,341.0,20.0,192.0,51.0,525.0,175.0,206.0,168.0,1771.0,0
3412.0,210.0,8.0,330.0,19.0,3065.0,214.0,247.0,169.0,258.0,0
2955.0,180.0,2.0,108.0,2.0,1273.0,220.0,240.0,157.0,256.0,1
3208.0,133.0,15.0,192.0,43.0,1583.0,243.0,231.0,113.0,1610.0,0
2867.0,238.0,18.0,361.0,70.0,2160.0,185.0,252.0,201.0,1978.0,1
3315.0,91.0,20.0,127.0,-15.0,726.0,246.0,204.0,79.0,3639.0,1
3008.0,45.0,3.0,335.0,55.0,4061.0,220.0,232.0,148.0,1323.0,1
2955.0,99.0,19.0,120.0,29.0,2438.0,247.0,210.0,84.0,2416.0,0
3254.0,308.0,24.0,175.0,19.0,3455.0,147.0,217.0,206.0,1832.0,0
3088.0,193.0,12.0,285.0,-5.0,2928.0,219.0,249.0,163.0,918.0,1
3091.0,48.0,7.0,0.0,0.0,3692.0,223.0,224.0,136.0,255.0,0
3010.0,252.0,15.0,451.0,213.0,2636.0,184.0,249.0,202.0,1608.0,0
3135.0,18.0,12.0,430.0,44.0,1719.0,211.0,215.0,139.0,3505.0,0
2909.0,51.0,16.0,708.0,114.0,3064.0,226.0,202.0,105.0,1533.0,1
2585.0,138.0,20.0,30.0,2.0,953.0,246.0,228.0,101.0,2206.0,1
3236.0,10.0,12.0,210.0,33.0,1943.0,207.0,216.0,145.0,1276.0,0
2988.0,77.0,12.0,228.0,19.0,2274.0,235.0,217.0,112.0,2577.0,1
2912.0,107.0,19.0,430.0,116.0,934.0,249.0,213.0,85.0,942.0,1
3179.0,98.0,12.0,459.0,108.0,242.0,239.0,223.0,113.0,949.0,1
3181.0,270.0,8.0,150.0,10.0,4009.0,199.0,243.0,183.0,2092.0,0
3114.0,34.0,7.0,234.0,47.0,5143.0,219.0,224.0,141.0,2908.0,0
3108.0,284.0,15.0,201.0,71.0,458.0,177.0,239.0,201.0,1575.0,0
2969.0,260.0,17.0,240.0,36.0,1177.0,176.0,247.0,208.0,532.0,1
2949.0,0.0,9.0,382.0,33.0,3925.0,206.0,222.0,154.0,5880.0,0
3245.0,86.0,8.0,825.0,129.0,2040.0,232.0,227.0,129.0,2580.0,0
2856.0,252.0,9.0,541.0,297.0,1282.0,200.0,247.0,185.0,1027.0,1
3404.0,347.0,13.0,703.0,208.0,832.0,196.0,219.0,162.0,789.0,0
3254.0,159.0,12.0,366.0,89.0,1622.0,232.0,242.0,139.0,1482.0,0
3427.0,241.0,12.0,600.0,-25.0,1506.0,197.0,250.0,190.0,3883.0,0
3122.0,359.0,9.0,408.0,-24.0,2701.0,206.0,223.0,155.0,450.0,0
2837.0,19.0,15.0,190.0,42.0,3335.0,208.0,207.0,133.0,914.0,1
3198.0,80.0,7.0,301.0,28.0,4053.0,229.0,228.0,133.0,1298.0,0
2710.0,58.0,3.0,390.0,2.0,845.0,222.0,233.0,147.0,2074.0,1
3011.0,10.0,17.0,362.0,152.0,1167.0,200.0,204.0,138.0,3534.0,0
3056.0,121.0,13.0,124.0,12.0,3373.0,242.0,228.0,113.0,598.0,1
3261.0,72.0,14.0,666.0,-23.0,1355.0,235.0,213.0,106.0,2113.0,0
2804.0,49.0,10.0,319.0,105.0,3085.0,224.0,219.0,128.0,6331.0,0
3005.0,324.0,23.0,509.0,112.0,3306.0,157.0,210.0,189.0,1657.0,0
2855.0,113.0,21.0,700.0,226.0,2697.0,251.0,214.0,81.0,1809.0,1
3011.0,238.0,3.0,342.0,34.0,4779.0,214.0,242.0,166.0,170.0,1
2742.0,5.0,23.0,85.0,26.0,1110.0,183.0,188.0,135.0,735.0,1
2659.0,75.0,25.0,90.0,19.0,1295.0,241.0,185.0,60.0,1026.0,1
3001.0,86.0,8.0,446.0,131.0,1883.0,232.0,227.0,129.0,2985.0,1
2583.0,315.0,9.0,134.0,13.0,805.0,195.0,233.0,177.0,1908.0,1
3255.0,2.0,16.0,162.0,-6.0,4243.0,195.0,207.0,148.0,3482.0,0
2815.0,72.0,5.0,272.0,17.0,630.0,225.0,231.0,141.0,400.0,1
3161.0,112.0,13.0,379.0,120.0,960.0,242.0,226.0,111.0,1458.0,1
3015.0,154.0,13.0,67.0,4.0,3037.0,235.0,241.0,134.0,626.0,0
3111.0,52.0,3.0,242.0,16.0,4361.0,221.0,233.0,149.0,1575.0,0
3111.0,354.0,9.0,42.0,6.0,2190.0,205.0,224.0,157.0,972.0,0
2916.0,71.0,12.0,182.0,23.0,4656.0,233.0,216.0,113.0,1630.0,1
3251.0,122.0,28.0,190.0,-70.0,531.0,254.0,205.0,59.0,3845.0,1
2785.0,5.0,20.0,150.0,53.0,3150.0,191.0,198.0,141.0,6154.0,1
3106.0,61.0,8.0,42.0,-1.0,5284.0,227.0,223.0,129.0,778.0,0
2827.0,64.0,14.0,120.0,22.0,2372.0,232.0,211.0,108.0,2960.0,1
3031.0,170.0,4.0,42.0,-2.0,3829.0,223.0,241.0,154.0,2674.0,0
2624.0,330.0,17.0,153.0,35.0,2166.0,178.0,218.0,178.0,1626.0,1
2971.0,6.0,7.0,134.0,19.0,979.0,211.0,226.0,152.0,2079.0,1
2766.0,299.0,26.0,240.0,99.0,2040.0,139.0,220.0,216.0,319.0,1
3281.0,197.0,31.0,402.0,105.0,594.0,195.0,247.0,166.0,1022.0,0
2939.0,23.0,16.0,450.0,77.0,551.0,208.0,203.0,128.0,722.0,1
3045.0,4.0,10.0,277.0,56.0,2468.0,207.0,221.0,151.0,2006.0,1
2702.0,73.0,10.0,30.0,5.0,1315.0,232.0,221.0,121.0,680.0,0
3173.0,154.0,44.0,342.0,128.0,3693.0,227.0,198.0,53.0,2317.0,0
2958.0,117.0,1.0,531.0,45.0,4011.0,220.0,237.0,153.0,4549.0,1
2954.0,145.0,19.0,150.0,24.0,2363.0,243.0,233.0,110.0,2805.0,1
